name;suspiciousness_value
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#parseResultMap(java.lang.reflect.Method):195;0.8548504142651103
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#generateResultMapName(java.lang.reflect.Method):203;0.8548504142651103
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#generateResultMapName(java.lang.reflect.Method):204;0.8548504142651103
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#generateResultMapName(java.lang.reflect.Method):208;0.8548504142651103
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#generateResultMapName(java.lang.reflect.Method):211;0.8548504142651103
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#applyResultMap(java.lang.String,java.lang.Class,org.apache.ibatis.annotations.Arg[],org.apache.ibatis.annotations.Result[],org.apache.ibatis.annotations.TypeDiscriminator):221;0.8548504142651103
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#applyResultMap(java.lang.String,java.lang.Class,org.apache.ibatis.annotations.Arg[],org.apache.ibatis.annotations.Result[],org.apache.ibatis.annotations.TypeDiscriminator):222;0.8548504142651103
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#createDiscriminatorResultMaps(java.lang.String,java.lang.Class,org.apache.ibatis.annotations.TypeDiscriminator):225;0.8548504142651103
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#createDiscriminatorResultMaps(java.lang.String,java.lang.Class,org.apache.ibatis.annotations.TypeDiscriminator):236;0.8548504142651103
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#parseResultMap(java.lang.reflect.Method):189;0.8467473838610142
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#parseResultMap(java.lang.reflect.Method):190;0.8467473838610142
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#parseResultMap(java.lang.reflect.Method):191;0.8467473838610142
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#parseResultMap(java.lang.reflect.Method):192;0.8467473838610142
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#parseResultMap(java.lang.reflect.Method):193;0.8467473838610142
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#parseResultMap(java.lang.reflect.Method):194;0.8467473838610142
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#generateResultMapName(java.lang.reflect.Method):199;0.8467473838610142
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#generateResultMapName(java.lang.reflect.Method):200;0.8467473838610142
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#applyResultMap(java.lang.String,java.lang.Class,org.apache.ibatis.annotations.Arg[],org.apache.ibatis.annotations.Result[],org.apache.ibatis.annotations.TypeDiscriminator):215;0.8467473838610142
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#applyResultMap(java.lang.String,java.lang.Class,org.apache.ibatis.annotations.Arg[],org.apache.ibatis.annotations.Result[],org.apache.ibatis.annotations.TypeDiscriminator):216;0.8467473838610142
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#applyResultMap(java.lang.String,java.lang.Class,org.apache.ibatis.annotations.Arg[],org.apache.ibatis.annotations.Result[],org.apache.ibatis.annotations.TypeDiscriminator):217;0.8467473838610142
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#applyResultMap(java.lang.String,java.lang.Class,org.apache.ibatis.annotations.Arg[],org.apache.ibatis.annotations.Result[],org.apache.ibatis.annotations.TypeDiscriminator):218;0.8467473838610142
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#applyResultMap(java.lang.String,java.lang.Class,org.apache.ibatis.annotations.Arg[],org.apache.ibatis.annotations.Result[],org.apache.ibatis.annotations.TypeDiscriminator):220;0.8467473838610142
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#applyDiscriminator(java.lang.String,java.lang.Class,org.apache.ibatis.annotations.TypeDiscriminator):239;0.8467473838610142
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#applyDiscriminator(java.lang.String,java.lang.Class,org.apache.ibatis.annotations.TypeDiscriminator):253;0.8467473838610142
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#parseStatement(java.lang.reflect.Method):314;0.8467473838610142
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#applyResults(org.apache.ibatis.annotations.Result[],java.lang.Class,java.util.List):490;0.8467473838610142
org.apache.ibatis.builder.annotation$MapperAnnotationBuilder#applyResults(org.apache.ibatis.annotations.Result[],java.lang.Class,java.util.List):512;0.8467473838610142
