"Mutant ID";"Nr AST Transformations";"AST Transformations";"Overview Mutation Operators";"Inferred Mutation Operators";"Start End Lines";"Start End Columns"
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/src/org/traccar/helper/Hashing.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/src/org/traccar/helper/Hashing.java;1;[InsertOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/src/org/traccar/web/JsonConverter.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/src/org/traccar/web/JsonConverter.java;2;[DeleteOperation, DeleteOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/src/org/traccar/protocol/Tk102ProtocolDecoder.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/src/org/traccar/protocol/Tk102ProtocolDecoder.java;1;[InsertOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/src/org/traccar/protocol/Pt3000ProtocolDecoder.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/src/org/traccar/protocol/Pt3000ProtocolDecoder.java;1;[InsertOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/src/org/traccar/protocol/SkypatrolProtocolDecoder.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/src/org/traccar/protocol/SkypatrolProtocolDecoder.java;1;[InsertOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/src/org/traccar/protocol/ManPowerProtocolDecoder.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/src/org/traccar/protocol/ManPowerProtocolDecoder.java;1;[InsertOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/src/org/traccar/protocol/MaxonProtocolDecoder.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/src/org/traccar/protocol/MaxonProtocolDecoder.java;2;[InsertOperation, InsertOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/src/org/traccar/protocol/Jt600ProtocolDecoder.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/src/org/traccar/protocol/Jt600ProtocolDecoder.java;2;[DeleteOperation, DeleteOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/src/org/traccar/protocol/XexunProtocolDecoder.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/src/org/traccar/protocol/XexunProtocolDecoder.java;3;[InsertOperation, InsertOperation, InsertOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/src/org/traccar/protocol/CarscopProtocolDecoder.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/src/org/traccar/protocol/CarscopProtocolDecoder.java;1;[InsertOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/src/org/traccar/protocol/Tr20ProtocolDecoder.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/src/org/traccar/protocol/Tr20ProtocolDecoder.java;2;[InsertOperation, InsertOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/src/org/traccar/protocol/TaipProtocolDecoder.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/src/org/traccar/protocol/TaipProtocolDecoder.java;1;[InsertOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/src/org/traccar/protocol/Mta6ProtocolDecoder.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/src/org/traccar/protocol/Mta6ProtocolDecoder.java;1;[InsertOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/src/org/traccar/protocol/EasyTrackProtocolDecoder.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/src/org/traccar/protocol/EasyTrackProtocolDecoder.java;1;[InsertOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/src/org/traccar/DetectorHandler.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/src/org/traccar/DetectorHandler.java;1;[InsertOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/src/org/traccar/ServerManager.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/src/org/traccar/ServerManager.java;2;[DeleteOperation, DeleteOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/src/org/traccar/FilterHandler.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/src/org/traccar/FilterHandler.java;5;[InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation];"[]";[];[];[]
bugswarm-sandbox/bugs/traccar/traccar/81716538/pre_bug/test/org/traccar/helper/ChannelBufferToolsTest.java;bugswarm-sandbox/bugs/traccar/traccar/81716538/bug/test/org/traccar/helper/ChannelBufferToolsTest.java;2;[DeleteOperation, InsertOperation];"[]";[];[];[]
