bugswarm-sandbox/bugs/zxing/zxing/139981064/pre_bug/core/src/main/java/com/google/zxing/datamatrix/detector/Detector.java;bugswarm-sandbox/bugs/zxing/zxing/139981064/bug/core/src/main/java/com/google/zxing/datamatrix/detector/Detector.java;com.google.zxing.datamatrix.detector$Detector;com.google.zxing.datamatrix.detector$Detector;0;[];"[]";[];[];[];[];[];[];[];[]
bugswarm-sandbox/bugs/zxing/zxing/139981064/pre_bug/core/src/main/java/com/google/zxing/datamatrix/decoder/BitMatrixParser.java;bugswarm-sandbox/bugs/zxing/zxing/139981064/bug/core/src/main/java/com/google/zxing/datamatrix/decoder/BitMatrixParser.java;com.google.zxing.datamatrix.decoder$BitMatrixParser;com.google.zxing.datamatrix.decoder$BitMatrixParser;0;[];"[]";[];[];[];[];[];[];[];[]
bugswarm-sandbox/bugs/zxing/zxing/139981064/pre_bug/core/src/main/java/com/google/zxing/common/GlobalHistogramBinarizer.java;bugswarm-sandbox/bugs/zxing/zxing/139981064/bug/core/src/main/java/com/google/zxing/common/GlobalHistogramBinarizer.java;com.google.zxing.common$GlobalHistogramBinarizer;com.google.zxing.common$GlobalHistogramBinarizer;0;[];"[]";[];[];[];[];[];[];[];[]
bugswarm-sandbox/bugs/zxing/zxing/139981064/pre_bug/core/src/main/java/com/google/zxing/common/BitMatrix.java;bugswarm-sandbox/bugs/zxing/zxing/139981064/bug/core/src/main/java/com/google/zxing/common/BitMatrix.java;com.google.zxing.common$BitMatrix;com.google.zxing.common$BitMatrix;0;[];"[]";[];[];[];[];[];[];[];[]
bugswarm-sandbox/bugs/zxing/zxing/139981064/pre_bug/core/src/main/java/com/google/zxing/common/reedsolomon/GenericGF.java;bugswarm-sandbox/bugs/zxing/zxing/139981064/bug/core/src/main/java/com/google/zxing/common/reedsolomon/GenericGF.java;com.google.zxing.common.reedsolomon$GenericGF;com.google.zxing.common.reedsolomon$GenericGF;0;[];"[]";[];[];[];[];[];[];[];[]
bugswarm-sandbox/bugs/zxing/zxing/139981064/pre_bug/core/src/main/java/com/google/zxing/pdf417/decoder/ec/ModulusGF.java;bugswarm-sandbox/bugs/zxing/zxing/139981064/bug/core/src/main/java/com/google/zxing/pdf417/decoder/ec/ModulusGF.java;com.google.zxing.pdf417.decoder.ec$ModulusGF;com.google.zxing.pdf417.decoder.ec$ModulusGF;2;[DeleteOperation, InsertOperation];"[CVR(from=(modulus - 1),to=(modulus - e1))]";[ConsToVarReplacement];[ModulusGF#com.google.zxing.pdf417.decoder.ec.ModulusGF(int,int)];[46-46];[33-33];[46-46];[35-36];[9-9];[9-9]
bugswarm-sandbox/bugs/zxing/zxing/139981064/pre_bug/core/src/main/java/com/google/zxing/oned/MultiFormatOneDReader.java;bugswarm-sandbox/bugs/zxing/zxing/139981064/bug/core/src/main/java/com/google/zxing/oned/MultiFormatOneDReader.java;com.google.zxing.oned$MultiFormatOneDReader;com.google.zxing.oned$MultiFormatOneDReader;0;[];"[]";[];[];[];[];[];[];[];[]
bugswarm-sandbox/bugs/zxing/zxing/139981064/pre_bug/core/src/main/java/com/google/zxing/oned/CodaBarReader.java;bugswarm-sandbox/bugs/zxing/zxing/139981064/bug/core/src/main/java/com/google/zxing/oned/CodaBarReader.java;com.google.zxing.oned$CodaBarReader;com.google.zxing.oned$CodaBarReader;0;[];"[]";[];[];[];[];[];[];[];[]
bugswarm-sandbox/bugs/zxing/zxing/139981064/pre_bug/core/src/main/java/com/google/zxing/oned/ITFWriter.java;bugswarm-sandbox/bugs/zxing/zxing/139981064/bug/core/src/main/java/com/google/zxing/oned/ITFWriter.java;com.google.zxing.oned$ITFWriter;com.google.zxing.oned$ITFWriter;0;[];"[]";[];[];[];[];[];[];[];[]
bugswarm-sandbox/bugs/zxing/zxing/139981064/pre_bug/core/src/main/java/com/google/zxing/oned/rss/expanded/ExpandedPair.java;bugswarm-sandbox/bugs/zxing/zxing/139981064/bug/core/src/main/java/com/google/zxing/oned/rss/expanded/ExpandedPair.java;com.google.zxing.oned.rss.expanded$ExpandedPair;com.google.zxing.oned.rss.expanded$ExpandedPair;0;[];"[]";[];[];[];[];[];[];[];[]
