bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/samples/guide/src/main/java/okhttp3/recipes/RewriteResponseCacheControl.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/samples/guide/src/main/java/okhttp3/recipes/RewriteResponseCacheControl.java;okhttp3.recipes$RewriteResponseCacheControl;okhttp3.recipes$RewriteResponseCacheControl;4;[DeleteOperation, InsertOperation, MoveOperation, MoveOperation];"[]";[];[];[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/samples/guide/src/main/java/okhttp3/recipes/CancelCall.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/samples/guide/src/main/java/okhttp3/recipes/CancelCall.java;okhttp3.recipes$CancelCall;okhttp3.recipes$CancelCall;5;[DeleteOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/samples/guide/src/main/java/okhttp3/recipes/Progress.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/samples/guide/src/main/java/okhttp3/recipes/Progress.java;okhttp3.recipes$Progress;okhttp3.recipes$Progress;5;[UpdateOperation, DeleteOperation, InsertOperation, MoveOperation, MoveOperation];"[]";[];[];[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/samples/simple-client/src/main/java/okhttp3/sample/OkHttpContributors.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/samples/simple-client/src/main/java/okhttp3/sample/OkHttpContributors.java;okhttp3.sample$OkHttpContributors;okhttp3.sample$OkHttpContributors;5;[DeleteOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/samples/slack/src/main/java/okhttp3/slack/SlackClient.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/samples/slack/src/main/java/okhttp3/slack/SlackClient.java;okhttp3.slack$SlackClient;okhttp3.slack$SlackClient;7;[UpdateOperation, DeleteOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-tests/src/test/java/okhttp3/OkHttpClientTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-tests/src/test/java/okhttp3/OkHttpClientTest.java;okhttp3$OkHttpClientTest;okhttp3$OkHttpClientTest;3;[DeleteOperation, InsertOperation, MoveOperation];"[]";[];[];[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-tests/src/test/java/okhttp3/DispatcherTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-tests/src/test/java/okhttp3/DispatcherTest.java;okhttp3$DispatcherTest;okhttp3$DispatcherTest;27;[UpdateOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation];"[ArgNrC(from=new java.lang.RuntimeException(e),to=new <okhttp3.e>java.lang.RuntimeException())]";[ArgumentNumberChange];[255-255];[21-43];[247-247];[19-41]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-tests/src/test/java/okhttp3/CallTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-tests/src/test/java/okhttp3/CallTest.java;okhttp3$CallTest;okhttp3$CallTest;77;[UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation];"[ArgNrC(from=new java.lang.AssertionError(e),to=new <okhttp3.e>java.lang.AssertionError())]";[ArgumentNumberChange];[2166-2166];[21-41];[2160-2160];[19-39]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-tests/src/test/java/okhttp3/ConnectionCoalescingTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-tests/src/test/java/okhttp3/ConnectionCoalescingTest.java;okhttp3$ConnectionCoalescingTest;okhttp3$ConnectionCoalescingTest;15;[UpdateOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, InsertOperation, InsertOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation];"[]";[];[];[];[];[]
bugswarm-sandbox/bugs/square/okhttp/400993797/pre_bug/okhttp-tests/src/test/java/okhttp3/InterceptorTest.java;bugswarm-sandbox/bugs/square/okhttp/400993797/bug/okhttp-tests/src/test/java/okhttp3/InterceptorTest.java;okhttp3$InterceptorTest;okhttp3$InterceptorTest;255;[UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, UpdateOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, DeleteOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, InsertOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation, MoveOperation];"[ArgNrC(from=new java.lang.RuntimeException(e),to=new <okhttp3.e>java.lang.RuntimeException()), VVR(from=new okhttp3.Response.Builder().request(chain.request()).protocol(Protocol.HTTP_1_1),to=new okhttp3.Response.Builder().request(chain.request()).protocol(Protocol.HTTP_1_1)), VVR(from=chainA.withConnectTimeout(100, java.util.concurrent.TimeUnit.MILLISECONDS),to=chainA.withConnectTimeout(100, TimeUnit.MILLISECONDS)), VVR(from=chainA.withReadTimeout(100, java.util.concurrent.TimeUnit.MILLISECONDS),to=chainA.withReadTimeout(100, TimeUnit.MILLISECONDS)), VVR(from=chainA.withWriteTimeout(100, java.util.concurrent.TimeUnit.MILLISECONDS),to=chainA.withWriteTimeout(100, TimeUnit.MILLISECONDS))]";[ArgumentNumberChange, VarToVarReplacement, VarToVarReplacement, VarToVarReplacement, VarToVarReplacement];[476-476, 88-93, 674-717, 718-765, 756-807];[23-45, 19-39, 55-85, 52-82, 53-83];[446-446, 86-88, 674-674, 718-718, 756-756];[21-43, 36-40, 34-86, 34-83, 34-84]
