bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/pre_bug/src/main/java/cn/nukkit/Player.java;bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/bug/src/main/java/cn/nukkit/Player.java;cn.nukkit$Player;cn.nukkit$Player;0;[];"[]";[];[];[];[];[]
bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/pre_bug/src/main/java/cn/nukkit/level/Level.java;bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/bug/src/main/java/cn/nukkit/level/Level.java;cn.nukkit.level$Level;cn.nukkit.level$Level;0;[];"[]";[];[];[];[];[]
bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/pre_bug/src/main/java/cn/nukkit/level/generator/biome/MountainsBiome.java;bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/bug/src/main/java/cn/nukkit/level/generator/biome/MountainsBiome.java;cn.nukkit.level.generator.biome$MountainsBiome;cn.nukkit.level.generator.biome$MountainsBiome;1;[DeleteOperation];"[SD(deleted=return ""Mountains"")]";[StatementDeletion];[36-36];[9-27];[0-0];[0-0]
bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/pre_bug/src/main/java/cn/nukkit/level/generator/biome/WateryBiome.java;bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/bug/src/main/java/cn/nukkit/level/generator/biome/WateryBiome.java;cn.nukkit.level.generator.biome$WateryBiome;cn.nukkit.level.generator.biome$WateryBiome;0;[];"[]";[];[];[];[];[]
bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/pre_bug/src/main/java/cn/nukkit/utils/Config.java;bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/bug/src/main/java/cn/nukkit/utils/Config.java;cn.nukkit.utils$Config;cn.nukkit.utils$Config;0;[];"[]";[];[];[];[];[]
bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/pre_bug/src/main/java/cn/nukkit/utils/ConfigSection.java;bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/bug/src/main/java/cn/nukkit/utils/ConfigSection.java;cn.nukkit.utils$ConfigSection;cn.nukkit.utils$ConfigSection;0;[];"[]";[];[];[];[];[]
bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/pre_bug/src/main/java/cn/nukkit/item/ItemColorArmor.java;bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/bug/src/main/java/cn/nukkit/item/ItemColorArmor.java;cn.nukkit.item$ItemColorArmor;cn.nukkit.item$ItemColorArmor;0;[];"[]";[];[];[];[];[]
bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/pre_bug/src/main/java/cn/nukkit/event/player/PlayerTeleportEvent.java;bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/bug/src/main/java/cn/nukkit/event/player/PlayerTeleportEvent.java;cn.nukkit.event.player$PlayerTeleportEvent;cn.nukkit.event.player$PlayerTeleportEvent;0;[];"[]";[];[];[];[];[]
bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/pre_bug/src/main/java/cn/nukkit/nbt/tag/CompoundTag.java;bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/bug/src/main/java/cn/nukkit/nbt/tag/CompoundTag.java;cn.nukkit.nbt.tag$CompoundTag;cn.nukkit.nbt.tag$CompoundTag;0;[];"[]";[];[];[];[];[]
bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/pre_bug/src/main/java/cn/nukkit/nbt/stream/NBTOutputStream.java;bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/bug/src/main/java/cn/nukkit/nbt/stream/NBTOutputStream.java;cn.nukkit.nbt.stream$NBTOutputStream;cn.nukkit.nbt.stream$NBTOutputStream;0;[];"[]";[];[];[];[];[]
bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/pre_bug/src/main/java/cn/nukkit/nbt/stream/NBTInputStream.java;bugswarm-sandbox/bugs/Nukkit/Nukkit/126210680/bug/src/main/java/cn/nukkit/nbt/stream/NBTInputStream.java;cn.nukkit.nbt.stream$NBTInputStream;cn.nukkit.nbt.stream$NBTInputStream;0;[];"[]";[];[];[];[];[]
